fixed tweet,tweet length,number of words,number of lines,number of short words,upload hour,tweet source code,included media(?),number of user mentions,number of links,number of hashtags,emojis,pcfg rules,negativity score,neutrality score,positivity score,part of speech tagging
We already chose them babe. Lol but thx. ,41,8,1,5,0,1,0,0,1,0,,"{""NP"": {""NNP#CC#NNP#."": 1}, ""ADJP"": {""JJ"": 1}, ""S"": {""NP#ADJP"": 1, ""NP#ADVP#VP#."": 1}, ""VP"": {""VBD#S"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.538,0.462,"{""O"": 1, ""R"": 1, ""V"": 1, ""D"": 1, ""N"": 2, "","": 2, ""!"": 1, ""&"": 1}"
"Facts but we were like this about each other since we were very young kids in the hood. He was on my body b4 the big ol ghetto booty . B4 the fame & fortune. Fought my bf cuz I wouldnt be his girl. He was always a lil brazy. But anyway, timing is everything. ",259,55,1,38,0,1,0,0,1,0,🙏:1,"{""NP"": {""DT"": 1, ""DT#JJ"": 1, ""ADJP#NNS"": 1, ""DT#JJ#NN#NN"": 1, ""NP#VP"": 1, ""DT#NN#CC#NN"": 1, ""PRP$#NN#NN"": 1, ""DT#NN#NN"": 1}, ""PP"": {""CC#NP"": 1}, ""ADJP"": {""RB#JJ"": 1}, ""VP"": {""VBD#NP"": 1, ""VBD#PP#SBAR"": 1, ""VBG#NP#ADVP"": 1, ""VBD#PP"": 1, ""VBP#VP"": 1, ""VB#NP#SBAR"": 1, ""VBD#ADVP#NP"": 1, ""VBZ#NP"": 1}, ""S"": {""VP#."": 2, ""CC#ADVP#,#NP#VP#."": 1}, ""SBAR"": {""IN#S"": 1, ""S"": 1}}",0.051,0.827,0.122,"{""N"": 11, ""&"": 3, ""O"": 6, ""V"": 8, ""P"": 8, ""D"": 8, ""A"": 7, ""R"": 3, "","": 7}"
"Yup!!!!!!! When my  is HOPPY, ME HOPPY TOO!!!! Dem fi stay MOD! Streets ah go link up tho!  Im still laughin @ the zoo bong bang tweet ",135,27,1,19,0,1,0,0,1,0,"😻:1,😭:1","{""NP"": {""PRP$"": 1, ""NNP#NNP#NNP#NNP#NNP#NNP"": 1, ""NNPS#NNPS"": 1, ""JJ#NN#NN"": 1, ""NP#NP"": 1, ""NP#VP#X"": 1}, ""WHADVP"": {""WRB"": 1}, ""ADJP"": {""JJ"": 1}, ""VP"": {""VBZ#ADJP"": 1, ""VBZ#SBAR"": 1, ""VBP#NP"": 1, ""VB#PRT#NP"": 1, ""VBP#VP"": 1, ""ADVP#VBN"": 1}, ""S"": {""S#,#NP#VP#."": 1}, ""SBAR"": {""WHADVP#S"": 1}, ""ROOT"": {""NP"": 1}, ""PRT"": {""RP"": 1}, ""X"": {""SYM"": 1, ""X#NP"": 1}}",0.0,1.0,0.0,"{""!"": 2, "","": 5, ""R"": 4, ""D"": 2, ""V"": 5, ""A"": 1, ""O"": 1, ""P"": 3, ""G"": 2, ""^"": 2, ""N"": 4, ""L"": 1}"
Btch I just SCREAMED!!!!!!!!!!!!! Im done. I logged out my phone. Like yall r fkn STOOPID!!!!!!!!!! I hate yall ,112,19,1,14,23,1,0,0,1,0,😭:7,"{""NP"": {""NP#VP"": 1, ""JJ#NN#NN#NNP#NNP"": 1}, ""VP"": {""VBN"": 1, ""VBD#NP"": 1, ""VBD#PRT#NP"": 1, ""VBP#ADJP"": 1}, ""S"": {""NP#ADVP#VP#."": 1, ""PP#NP#VP"": 1}, ""PRT"": {""RP"": 1}, ""ADJP"": {""JJ"": 1}}",0.239,0.638,0.123,"{""N"": 2, ""O"": 5, ""R"": 2, ""V"": 5, "","": 4, ""L"": 1, ""T"": 1, ""D"": 1, ""P"": 1, ""A"": 1}"
,0,0,0,0,23,1,0,0,1,0,"😭:2,📠:6",{},0.0,0.0,0.0,{}
Thats exactly how I be too  I rlly just screamed. why r yall like this?  The talk game rlly do take u to another place tho. After u nut u be like yo babe wtf was we just talkin bout? ,183,40,1,31,23,1,0,0,1,0,"😭:5,😂:1","{""NP"": {""NP#SBAR"": 1, ""DT"": 1, ""DT#NN#NN"": 2, ""NN#NN"": 2, ""NN#NN#NN"": 1}, ""WHADVP"": {""RB#WRB"": 1, ""WRB"": 1}, ""VP"": {""VBP#ADVP#NP#ADVP"": 1, ""VBD"": 1, ""VB#NP#PP"": 1, ""VBP#VP"": 2, ""VB#PP"": 1, ""VBD#NP#PP"": 1}, ""S"": {""NP#ADVP#VP#."": 2, ""SBAR#VP#."": 1}, ""SBAR"": {""WHADVP#S"": 1, ""IN#S"": 1}, ""ROOT"": {""SBARQ"": 1}, ""PP"": {""RB#NP"": 1}, ""SQ"": {""VBP#NP"": 1}, ""SBARQ"": {""WHADVP#SQ#."": 1}}",0.156,0.724,0.121,"{""L"": 1, ""R"": 9, ""O"": 8, ""V"": 8, "","": 4, ""P"": 5, ""D"": 3, ""N"": 5, ""!"": 1}"
,0,0,0,0,23,1,0,0,1,0,😭:3,{},0.0,0.0,0.0,{}
OOP! FACTORY good talk game to match good dick game is jus...   CHILE!!!!!!!!!!!!!!!!!!,87,13,1,9,23,1,0,0,1,0,"📠:3,😻:6,😅:1,💦:1,💧:1","{""NP"": {""JJ#NN#NN"": 2}, ""FRAG"": {""NP#."": 1}, ""ROOT"": {""FRAG"": 1, ""SINV"": 1}, ""ADJP"": {""JJ"": 1}, ""VP"": {""VBZ#ADJP"": 1, ""VB#SBAR"": 1, ""VBN#NP#S"": 1}, ""SBAR"": {""S"": 1}, ""SINV"": {""VP#:#NP"": 1}}",0.163,0.493,0.344,"{""!"": 1, "","": 3, ""N"": 5, ""A"": 2, ""P"": 1, ""V"": 2, ""R"": 1, ""^"": 1}"
" the GIF is sending me. Well, yes. The answer is yes. ",54,11,1,8,23,1,0,0,1,0,😂:3,"{""NP"": {""DT#NNP"": 1, ""UH"": 1}, ""VP"": {""VBG#NP"": 1, ""VBZ#VP"": 1, ""VBZ#NP"": 1}, ""ROOT"": {""INTJ"": 1}, ""INTJ"": {""UH"": 1, ""UH#."": 1, ""INTJ#,#INTJ"": 1}}",0.0,0.516,0.484,"{""D"": 2, ""N"": 2, ""V"": 3, ""O"": 1, "","": 4, ""!"": 3}"
3-4 on average. 6 is a bit much sis ,36,9,2,8,23,1,0,0,1,0,😂:1,"{""NP"": {""CD"": 2, ""NP#PP#."": 1, ""DT#RB"": 1}, ""ROOT"": {""NP"": 1}, ""ADJP"": {""NP#RB#JJ"": 1}, ""VP"": {""VBZ#ADJP"": 1}}",0.0,1.0,0.0,"{""$"": 2, ""P"": 1, ""A"": 2, "","": 1, ""V"": 1, ""D"": 1, ""N"": 2}"
Huh? Bye yall,13,3,1,3,23,1,0,0,1,0,,"{""VP"": {""VB"": 1}, ""SQ"": {""VP#."": 1}, ""ROOT"": {""SQ"": 1, ""NP"": 1}}",0.0,1.0,0.0,"{""!"": 2, "","": 1, ""O"": 1}"
Ok but let me log awf  yall need a time out.,44,11,1,11,23,1,0,0,1,0,"😋:1,😂:1","{""NP"": {""NN#NN"": 1}, ""ADVP"": {""CC"": 1}, ""PRT"": {""RP"": 1}, ""VP"": {""VBP#NP#PRT"": 1, ""VBP#SBAR"": 1, ""VBD#SBAR"": 1}, ""S"": {""NP#ADVP#VP#."": 1}, ""SBAR"": {""S"": 2}}",0.0,0.849,0.151,"{""!"": 1, ""&"": 1, ""V"": 3, ""O"": 2, ""R"": 1, ""D"": 1, ""N"": 1, ""P"": 1, "","": 1}"
Zang! Who side you on SIS?  he gon get awlll this werk ,55,12,1,10,23,1,0,0,1,0,,"{""ADJP"": {""JJ"": 1}, ""FRAG"": {""ADJP#."": 1}, ""ROOT"": {""FRAG"": 1, ""SBARQ"": 1}, ""WHNP"": {""WP"": 1}, ""NP"": {""JJ#DT#NN"": 1}, ""VP"": {""VB#NP#PP"": 1, ""MD#VP"": 1}, ""SQ"": {""VP"": 1}, ""SBARQ"": {""WHNP#SQ#."": 1}}",0.0,1.0,0.0,"{""!"": 2, "","": 2, ""O"": 3, ""V"": 3, ""P"": 1, ""N"": 2, ""D"": 1}"
,0,0,0,0,22,1,0,0,1,0,,{},0.0,0.0,0.0,{}
Ok my baby looks GORG!!! NeNe Leakes,36,7,1,4,20,1,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1}, ""VP"": {""VBN#NP"": 1, ""VBZ"": 1}, ""SINV"": {""VP#VP#NP"": 1}, ""ROOT"": {""SINV"": 1}}",0.0,0.661,0.339,"{""!"": 1, ""D"": 1, ""N"": 1, ""V"": 1, ""A"": 1, "","": 1, ""^"": 2}"
,0,0,0,0,20,1,0,0,1,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,14,1,1,0,0,0,,{},0.0,0.0,0.0,{}
Oh she comin. Makin her list & checkin it twice. We gon get into some THANGZ!!!!!!!! Next level,95,18,1,12,2,1,0,0,1,0,,"{""NP"": {""NP#CC#S"": 1, ""DT#NNP#NNP#JJ#NN"": 1}, ""ADJP"": {""JJ"": 1}, ""S"": {""NP#ADJP"": 1, ""VP#."": 2}, ""VP"": {""VB#S"": 1, ""VB#NP#ADVP"": 1, ""VB#PP"": 1, ""MD#VP"": 1}}",0.0,1.0,0.0,"{""!"": 1, ""O"": 3, ""V"": 5, "","": 3, ""D"": 2, ""N"": 3, ""&"": 1, ""R"": 1, ""P"": 1, ""A"": 1}"
Mustve been my stunt double. I aint drop in on nobody. Never heard of this company either. Lol. But thx for the good vibes,122,24,1,15,0,1,0,0,1,0,😩:1,"{""NP"": {""NP#VP"": 1, ""DT#JJ#NNS"": 1}, ""VP"": {""VBN#NP"": 1, ""VBP"": 1, ""VBP#NP#PP"": 1, ""VBD#PP#ADVP"": 1, ""VB"": 1, ""VBN#PP"": 1}, ""S"": {""VP#."": 1}, ""ROOT"": {""X"": 1}, ""PP"": {""IN#PP"": 1}, ""X"": {""CC#S"": 1}}",0.0,0.646,0.354,"{""L"": 1, ""V"": 4, ""D"": 3, ""N"": 6, "","": 4, ""O"": 1, ""T"": 1, ""P"": 3, ""R"": 1, ""&"": 2, ""!"": 1, ""A"": 1}"
Thanks babe ,12,2,1,1,3,1,0,0,1,0,😘:1,"{""NP"": {""JJ#NN"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.256,0.744,"{""N"": 2}"
Got a  wit ya name on it MYX Fusions    ,40,9,1,8,2,1,1,1,1,4,"👅:1,💦:1,💧:1","{""NP"": {""DT#NN#NN#NN"": 1}, ""VP"": {""VBD#NP#PP"": 1}, ""SINV"": {""VP#NP"": 1}, ""ROOT"": {""SINV"": 1}}",0.0,1.0,0.0,"{""V"": 1, ""D"": 2, ""P"": 2, ""N"": 2, ""O"": 1, ""^"": 1}"
No she gave it to ME. lol. Love it ,35,9,1,9,2,1,0,0,1,0,😍:1,"{""NP"": {""DT#PRP"": 1}, ""VP"": {""VBD#NP#PP"": 1, ""VB"": 1, ""VBZ"": 1}, ""S"": {""VP#."": 1}, ""ROOT"": {""SINV"": 1}, ""SINV"": {""VP#NP"": 1}}",0.145,0.395,0.461,"{""!"": 2, ""O"": 4, ""V"": 2, ""P"": 1, "","": 2}"
"Ariana is my sister, yall cant & wont come between us. Go awf",61,13,1,10,19,1,0,0,0,0,,"{""NP"": {""PRP$#JJ#,#JJ#NN"": 1, ""NP#VP"": 1, ""NP#CC#NP"": 1}, ""VP"": {""VBN#PP"": 1, ""VBZ#NP"": 1}}",0.0,1.0,0.0,"{""^"": 1, ""V"": 5, ""D"": 1, ""N"": 1, "","": 2, ""O"": 2, ""&"": 1, ""P"": 1, ""R"": 1}"
,0,0,0,0,19,1,0,0,1,0,🙏:1,{},0.0,0.0,0.0,{}
Yall did the same thing to Mac Miller until he died. The ,57,12,1,8,18,1,0,0,0,1,,"{""NP"": {""DT#JJ#NN"": 1}, ""VP"": {""VBD"": 1, ""VBD#NP#PP#SBAR"": 1}, ""SBAR"": {""IN#S"": 1}, ""ROOT"": {""NP"": 1}}",0.247,0.753,0.0,"{""O"": 2, ""V"": 2, ""D"": 2, ""A"": 1, ""N"": 1, ""P"": 2, ""^"": 2, "","": 1}"
REALEST THING I READ ALL DAY. just cuz its   . Love you baby. This made me proud.,81,17,1,13,18,1,0,0,1,3,,"{""NP"": {""NNP#NNP#PRP"": 1, ""PRP$"": 1, ""DT"": 1}, ""VP"": {""VBD#NP#NP"": 1, ""VB#S"": 1, ""VBD#S"": 1}, ""S"": {""ADVP#VP#."": 1, ""NP#NP"": 1, ""VP#."": 1, ""NP#ADJP"": 1}, ""ADJP"": {""JJ"": 1}}",0.0,0.64,0.36,"{""A"": 2, ""N"": 3, ""O"": 4, ""V"": 3, ""D"": 1, "","": 4, ""R"": 1, ""P"": 1, ""L"": 1}"
When they go low...,19,4,1,3,18,1,0,0,1,0,,"{""WHADVP"": {""WRB"": 1}, ""ADJP"": {""JJ"": 1}, ""FRAG"": {""ADJP#:"": 1}, ""VP"": {""VB#FRAG"": 1}, ""SQ"": {""NP#VP"": 1}, ""SBARQ"": {""WHADVP#SQ"": 1}, ""ROOT"": {""SBARQ"": 1}}",0.0,1.0,0.0,"{""R"": 1, ""O"": 1, ""V"": 1, ""A"": 1, "","": 1}"
"You dont have to defend me. Im not afraid of internet trolls, blogs, artists. I dont jump on band wagons. Many will never know what it feels like to have a mind of their own.",174,35,1,25,18,1,0,0,1,0,,"{""NP"": {""NN#NNS"": 2, ""NP#,#NP#,"": 1, ""ADJP#NNS"": 1, ""DT"": 1, ""PRP$#JJ"": 1}, ""VP"": {""VB#S"": 1, ""VBP#VP"": 1, ""VBP#NP"": 1, ""VBZ#SBAR"": 1, ""VB#SBAR"": 1, ""MD#ADVP#VP"": 1}, ""S"": {""VP#."": 1}, ""ADJP"": {""RB#JJ#PP"": 1}, ""WHNP"": {""WP"": 1}, ""SBAR"": {""IN#S"": 1, ""WHNP#S"": 1}}",0.0,0.928,0.072,"{""O"": 5, ""V"": 9, ""P"": 6, "","": 6, ""L"": 1, ""R"": 2, ""A"": 2, ""N"": 8, ""D"": 2}"
WHO GIVES A FUCK???!! Imagine someone threatening to take their own life & you sitting there worrying about a blog!!!! Yall rlly dont care about human beings no more,165,29,1,15,18,1,0,0,1,0,,"{""WHNP"": {""WP"": 1}, ""NP"": {""DT#NNP#NNP#NNP#NN"": 1, ""PRP$#JJ#NN"": 1, ""EX"": 1, ""DT#JJ#NNP#NNP#NN#NN#NN"": 1, ""JJ#NNS"": 1, ""NP#VP"": 2, ""NP#CC#NP"": 1}, ""ADJP"": {""JJ#PP"": 1}, ""S"": {""NP#ADJP"": 1}, ""ADVP"": {""DT#RBR"": 1}, ""VP"": {""VBG#S#ADVP"": 1, ""VBG#S"": 1, ""VBZ#NP"": 1}, ""SQ"": {""VP"": 1}, ""SBARQ"": {""WHNP#SQ"": 1}, ""ROOT"": {""SBARQ"": 1}}",0.359,0.641,0.0,"{""O"": 3, ""V"": 8, ""D"": 3, ""N"": 5, "","": 2, ""P"": 3, ""A"": 3, ""&"": 1, ""R"": 3}"
Go & give this man some love. My God.,37,9,1,8,18,1,0,0,1,0,,"{""NP"": {""CC"": 1, ""NNP#NNP#."": 1}, ""VP"": {""VB#NP#NP"": 1, ""VB#S"": 1}, ""S"": {""VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.488,0.512,"{""V"": 2, ""&"": 1, ""D"": 3, ""N"": 2, "","": 2, ""^"": 1}"
We can be so insensitive. God bless Kanye & Pete. Being flippant about mental illness speaks more about you than them. Stop saying the word love & live it. Love is an action.,174,33,1,19,18,1,0,0,0,0,,"{""NP"": {""NNP#CC#NNP"": 1, ""JJ#NN"": 1, ""NP#VP"": 1, ""CC"": 1}, ""ADJP"": {""RB#JJ"": 1, ""JJ#PP"": 1}, ""VP"": {""VB#ADJP"": 1, ""MD#VP"": 1, ""VBG#ADJP"": 1, ""VBZ#ADVP#PP"": 1, ""VBG#NP"": 1, ""VBP#NP"": 1, ""VBP#SBAR"": 1, ""VBZ#NP"": 1}, ""S"": {""S#VP#."": 1}, ""ADVP"": {""RBR#PP"": 1}, ""SBAR"": {""S"": 1}}",0.163,0.531,0.306,"{""O"": 4, ""V"": 9, ""R"": 2, ""A"": 3, "","": 5, ""^"": 3, ""&"": 2, ""P"": 3, ""N"": 5, ""D"": 2}"
Rasta just touch down from heaven  ummm this is my King. Thats all.   Beenie Man,80,15,1,9,17,1,1,1,0,1,"😩:1,🔥:7,💥:1,💨:1","{""NP"": {""NN#NN"": 1, ""DT"": 2, ""NP#NP#."": 1}, ""PRT"": {""RP"": 1}, ""VP"": {""VB#PRT#PP"": 1, ""VBZ#NP"": 1}, ""S"": {""NP#ADVP#VP"": 1, ""S#NP#VP#."": 1}, ""ROOT"": {""NP"": 2}}",0.0,0.809,0.191,"{""N"": 2, ""R"": 1, ""V"": 2, ""T"": 1, ""P"": 1, ""^"": 3, ""!"": 1, ""O"": 1, ""D"": 2, "","": 2, ""L"": 1}"
Oh hi,5,2,1,2,4,1,0,0,0,0,,"{""INTJ"": {""UH#UH"": 1}, ""ROOT"": {""INTJ"": 1}}",0.0,1.0,0.0,"{""!"": 2}"
You NEED your ops. Therefore youll never be the man. Youre a son. A man stands on his own ,90,19,1,14,20,1,0,0,0,0,"🏽:1,🏾:2","{""NP"": {""PRP$#JJ"": 1}, ""VP"": {""VBD#NP"": 1, ""VBP#ADVP#VP"": 1, ""VBZ#PP"": 1}, ""S"": {""VP#."": 1}}",0.0,1.0,0.0,"{""O"": 1, ""V"": 3, ""D"": 5, ""N"": 4, "","": 3, ""R"": 2, ""L"": 2, ""P"": 1, ""A"": 1}"
Ok Ill follow up shortly ,25,5,1,3,20,1,0,0,1,0,😘:1,"{""PRT"": {""RP"": 1}, ""VP"": {""VBP#PRT#ADVP"": 1}}",0.35,0.375,0.275,"{""!"": 1, ""L"": 1, ""V"": 1, ""T"": 1, ""R"": 1}"
,0,0,0,0,20,1,0,0,1,0,🙃:1,{},0.0,0.0,0.0,{}
Yall hear smthn? ,17,3,1,2,20,1,0,0,1,0,👂:1,"{""VP"": {""VBP#NP"": 1}}",0.0,1.0,0.0,"{""O"": 1, ""V"": 1, ""N"": 1, "","": 1}"
*pretty,7,1,1,0,20,1,0,0,1,0,,"{""X"": {""SYM"": 1, ""X#NP"": 1}, ""NP"": {""JJ"": 1}, ""ROOT"": {""X"": 1}}",0.0,1.0,0.0,"{"","": 1, ""R"": 1}"
There was only  question in that paragraph  I see  question mark ,65,11,1,7,20,1,0,0,1,0,🙄:1,"{""NP"": {""EX"": 1, ""JJ#NN"": 1, ""NN#NN"": 1, ""NP#SBAR"": 1}, ""WHNP"": {""WDT#NN"": 1}, ""WHPP"": {""IN#WHNP"": 1}, ""VP"": {""VBP#NP"": 1, ""VBD#NP"": 1}, ""SBAR"": {""WHPP#S"": 1}}",0.0,1.0,0.0,"{""X"": 1, ""V"": 3, ""R"": 1, ""P"": 1, ""D"": 1, ""N"": 3, ""O"": 1}"
,0,0,0,0,18,1,0,0,1,0,,{},0.0,0.0,0.0,{}
The barbz are getting more tuition & student loan money after I sue this hoe Jesse James Palmer,95,18,1,9,19,1,0,1,0,0,,"{""NP"": {""JJR#NN"": 1, ""NN#NN#NN"": 1, ""NP#CC#NP"": 1, ""DT#NNP#NNP#NNP#NNP"": 1}, ""VP"": {""VBG#NP#SBAR"": 1, ""VBP#VP"": 1}, ""SBAR"": {""IN#S"": 1}}",0.0,1.0,0.0,"{""D"": 2, ""N"": 6, ""V"": 3, ""A"": 1, ""&"": 1, ""P"": 1, ""O"": 1, ""^"": 3}"
You going to jail Jesse James Palmer,36,7,1,3,19,1,0,1,0,0,😂:5,"{""NP"": {""NN#NNP#NNP#NNP"": 1, ""S"": 1}, ""VP"": {""VBG#PP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""O"": 1, ""V"": 1, ""P"": 1, ""N"": 1, ""^"": 3}"
,0,0,0,0,22,1,0,0,1,0,😂:1,{},0.0,0.0,0.0,{}
,0,0,0,0,14,1,0,0,1,0,,{},0.0,0.0,0.0,{}
Love you all sm ,16,4,1,4,4,1,0,0,1,0,,"{""VP"": {""VBZ#NP"": 1}, ""SINV"": {""VP#NP"": 1}, ""ROOT"": {""SINV"": 1}}",0.0,0.417,0.583,"{""V"": 1, ""O"": 1, ""D"": 1, ""G"": 1}"
Love you,8,2,1,2,4,1,0,0,1,0,,"{""VP"": {""VBZ"": 1}, ""SINV"": {""VP#NP"": 1}, ""ROOT"": {""SINV"": 1}}",0.0,0.192,0.808,"{""V"": 1, ""O"": 1}"
No. Fkng. Words. Can. Even. Explain. ,37,6,1,2,4,1,0,0,1,0,,"{""INTJ"": {""UH#."": 1}, ""ROOT"": {""INTJ"": 1, ""NP"": 2, ""FRAG"": 1}, ""VP"": {""VBG"": 1, ""VBN"": 1}, ""S"": {""VP#."": 2}, ""NP"": {""NNS#."": 1, ""FW#."": 1}, ""FRAG"": {""ADVP#."": 1}}",0.306,0.694,0.0,"{""!"": 2, "","": 6, ""N"": 1, ""V"": 2, ""R"": 1}"
Maliibu Miitch @MsBanks94,25,3,1,0,4,1,0,1,0,0,😘:2,"{""NP"": {""NNP#NNP#NNPS"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 2, ""@"": 1}"
*ut,3,1,2,1,3,1,0,0,1,0,"😊:1,😜:1","{""X"": {""SYM"": 1}, ""FRAG"": {""X#NP"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{"","": 1, ""^"": 1}"
Thassa  ,8,1,1,0,23,1,0,0,1,1,"😂:1,😜:1,😻:1","{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""!"": 1}"
Thassa ,7,1,1,0,22,1,0,0,1,1,,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""!"": 1}"
Who on Barbie D? Who on Barbie D?,33,8,1,6,21,1,0,0,0,0,,"{""WHNP"": {""WP"": 2}, ""FRAG"": {""WHNP#PP#."": 2}, ""ROOT"": {""FRAG"": 2}}",0.0,1.0,0.0,"{""O"": 2, ""P"": 2, ""^"": 4, "","": 2}"
 troll,6,1,1,0,21,1,0,0,0,0,👈:1,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""N"": 1}"
"Everyone on social media is now a psychic. They not only tell the future, but the past too. They are your judge, jury & executioner. I never meet these perfect ppl in real life tho. They exist only on social media.",214,41,1,28,21,1,0,0,0,0,,"{""NP"": {""JJ#NNS"": 2, ""DT#JJ"": 1, ""NP#CC#NP"": 1, ""NP#,#NP"": 1, ""DT#JJ#NN"": 1, ""JJ#NN#NN"": 1}, ""ADVP"": {""RB#RB"": 1, ""NP#RB"": 1}, ""VP"": {""VBZ#ADVP#NP"": 1, ""VBP#NP"": 3, ""ADVP"": 1, ""VP#,#CC#VP"": 1, ""VBP#ADVP#PP"": 1}, ""S"": {""NP#ADVP#VP#."": 2}}",0.097,0.903,0.0,"{""N"": 10, ""P"": 3, ""A"": 5, ""V"": 5, ""R"": 7, ""D"": 5, "","": 7, ""O"": 4, ""&"": 2}"
No one on social media has ever sinned. They are all perfect. They piss champagne & walk on streets of gold. ,109,21,1,14,21,1,0,0,0,0,,"{""NP"": {""JJ#NNS"": 1, ""NNP#CC#NNP"": 1}, ""VP"": {""VBN"": 1, ""VBZ#ADVP#VP"": 1, ""VBP#RB#ADJP"": 1, ""VBZ#NP"": 1}, ""ADJP"": {""JJ"": 1}}",0.183,0.597,0.22,"{""D"": 2, ""$"": 1, ""P"": 3, ""A"": 2, ""N"": 4, ""V"": 5, ""R"": 1, "","": 3, ""O"": 2, ""&"": 1}"
Deleting this page & starting my secret society. Whos coming ,61,10,1,5,21,1,0,0,0,0,"😝:1,😂:1,😘:3","{""NP"": {""PRP$#JJ#NN"": 1, ""NP#CC#S"": 1, ""VBG"": 1}, ""VP"": {""VBG#NP"": 2}, ""S"": {""VP#."": 1}}",0.0,1.0,0.0,"{""V"": 3, ""D"": 2, ""N"": 2, ""&"": 1, ""A"": 1, "","": 1, ""L"": 1}"
I love making you mad ,22,5,1,4,21,1,0,0,0,0,😝:1,"{""ADJP"": {""JJ"": 1}, ""S"": {""NP#ADJP"": 1}, ""VP"": {""VBG#S"": 1, ""VBP#S"": 1}}",0.34,0.213,0.447,"{""O"": 2, ""V"": 2, ""A"": 1}"
,0,0,0,0,23,1,0,0,1,0,"😂:1,😘:1",{},0.0,0.0,0.0,{}
,0,0,0,0,22,1,0,0,1,0,😜:1,{},0.0,0.0,0.0,{}
"Ok yall, whats your favorite scene, look, person, thing in the ???",66,12,1,5,21,1,0,0,0,1,,"{""ADJP"": {""RB#JJ"": 1}, ""VP"": {""VBZ"": 1}, ""NP"": {""PRP$#JJ#NN"": 1, ""NP#,#NP#,#NP#,#NP"": 1}, ""SINV"": {""ADJP#,#VP#NP"": 1}, ""ROOT"": {""SINV"": 1}}",0.0,0.635,0.365,"{""!"": 1, ""O"": 1, "","": 5, ""L"": 1, ""D"": 2, ""A"": 1, ""N"": 3, ""V"": 1, ""P"": 1}"
"Thats b/c I freestyled the entire song first (just having fun), like Chun-Li; then went back in & added words. I left the original structure/melody/cadence exactly the way I freestyled it.   = one writer  beat by mike Will/ear drummers    thx babe",247,41,3,24,21,1,0,0,1,1,"😛:1,👂:1,😘:1","{""NP"": {""DT#JJ#NN"": 2, ""NP#ADVP"": 1, ""RB"": 1, ""CC"": 1, ""NP#ADVP#SBAR"": 1, ""CD#NN"": 1, ""JJ#NNP#JJ#NN#NN"": 1}, ""ADVP"": {""RB#S"": 1, ""RB#NP"": 1}, ""VP"": {""VBG#NP"": 1, ""VBD#NP#PRN#,#PP"": 1, ""VBP#SBAR"": 1, ""VBD#NP"": 3, ""VBD#PRT#SBAR"": 1, ""VB#PP"": 1}, ""S"": {""S#:#S#."": 1}, ""PRN"": {""-LRB-#ADVP#-RRB-"": 1}, ""SBAR"": {""S"": 2, ""IN#S"": 1}, ""PRT"": {""RP"": 1}, ""ROOT"": {""SINV"": 1}, ""SINV"": {""VBZ#NP#VP"": 1}}",0.0,0.819,0.181,"{""L"": 1, ""P"": 4, ""O"": 4, ""V"": 8, ""D"": 3, ""A"": 3, ""N"": 9, "","": 7, ""R"": 4, ""^"": 2, ""&"": 1, ""$"": 1}"
,0,0,0,0,22,1,0,0,1,0,😝:1,{},0.0,0.0,0.0,{}
,0,0,0,0,22,1,0,0,1,0,😂:1,{},0.0,0.0,0.0,{}
,0,0,0,0,22,1,0,0,1,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,22,1,0,0,1,0,😂:1,{},0.0,0.0,0.0,{}
,0,0,0,0,20,1,0,0,1,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,4,1,0,0,1,0,😂:1,{},0.0,0.0,0.0,{}
,0,0,0,0,2,1,0,0,1,0,😂:1,{},0.0,0.0,0.0,{}
Heavy on the ,13,3,1,2,2,1,0,0,0,0,"💦:4,😋:1","{""NP"": {""DT"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""A"": 1, ""P"": 1, ""D"": 1}"
 IS OUT NOW,11,3,1,3,0,1,1,0,0,1,"🌊:3,💦:4,🐝:1,💤:3","{""VP"": {""VBZ"": 1}, ""SINV"": {""VP#NP"": 1}, ""ROOT"": {""SINV"": 1}}",0.0,1.0,0.0,"{""V"": 1, ""R"": 2}"
PEEFECT TIMING. HAHA! Heavy on the timing!!! HEAVY ON IT!!!!,60,10,1,3,17,1,0,0,0,0,😎:1,"{""NP"": {""NNP#NNP#."": 1, ""NP#NP"": 1}, ""ROOT"": {""NP"": 2, ""FRAG"": 1}, ""FRAG"": {""NP#."": 1}}",0.0,0.647,0.353,"{""A"": 3, ""N"": 2, "","": 4, ""!"": 1, ""P"": 2, ""D"": 1, ""O"": 1}"
